"pv","pid_out","pwm","max31ctrl","max31err","sp","sv","RT_ref","pid_p","pid_i","pid_d","pid_n","time"
194.2755889892578,19.754989624023438,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.0539999008179
194.2755889892578,19.74240493774414,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.0949997901917
194.2755889892578,19.729820251464844,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.1309998035431
194.2755889892578,19.717235565185547,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.1719999313354
194.2755889892578,19.70465087890625,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.2139999866486
194.2755889892578,19.692066192626953,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.2549998760223
194.2755889892578,19.679481506347656,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.2949998378754
194.30613708496094,19.24679183959961,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.3320000171661
194.2450408935547,20.072118759155273,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.3729999065399
194.30613708496094,19.221622467041016,54,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.4139997959137
194.30613708496094,19.20673942565918,54,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.454999923706
194.30613708496094,19.191856384277344,54,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.4919998645782
194.30613708496094,19.176973342895508,54,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.5329999923706
194.30613708496094,19.162090301513672,54,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.5729999542236
194.33668518066406,18.727102279663086,54,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.6139998435974
194.30613708496094,19.13002586364746,54,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.6519999504089
194.30613708496094,19.115142822265625,54,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.6929998397827
194.30613708496094,19.10025978088379,54,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.7339999675751
194.30613708496094,19.085376739501953,54,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.7749998569489
194.33668518066406,18.650388717651367,54,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.811999797821
194.2755889892578,19.473417282104492,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.8519999980927
194.30613708496094,19.040727615356445,54,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.8939998149872
194.2450408935547,19.86605453491211,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.9340000152588
194.2755889892578,19.4356632232666,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,851.9749999046326
194.2755889892578,19.423078536987305,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.0119998455048
194.30613708496094,18.990388870239258,54,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.0529999732971
194.2450408935547,19.815715789794922,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.0939998626709
194.33668518066406,18.545114517211914,54,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.1339998245239
194.30613708496094,18.94803810119629,54,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.1710000038147
194.2755889892578,19.353260040283203,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.2129998207092
194.2755889892578,19.340675354003906,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.2539999485016
194.2450408935547,19.74819564819336,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.2939999103546
194.21449279785156,20.15801429748535,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.3309998512268
194.2755889892578,19.309816360473633,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.3729999065399
194.2755889892578,19.297231674194336,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.412999868393
194.2450408935547,19.70475196838379,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.454999923706
194.2450408935547,19.69446563720703,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.4949998855591
194.2450408935547,19.684179306030273,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.5319998264313
194.21449279785156,20.093997955322266,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.5729999542236
194.2450408935547,19.665904998779297,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.6139998435974
194.2450408935547,19.65561866760254,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.6549999713898
194.2450408935547,19.64533233642578,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.691999912262
194.2450408935547,19.635046005249023,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.7329998016357
194.2450408935547,19.624759674072266,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.7739999294281
194.2450408935547,19.614473342895508,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.8139998912811
194.21449279785156,20.0242919921875,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.8509998321533
194.2450408935547,19.59619903564453,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.8929998874664
194.2450408935547,19.585912704467773,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.9329998493195
194.2450408935547,19.575626373291016,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,852.9749999046326
194.21449279785156,19.985445022583008,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.0119998455048
194.2450408935547,19.55735206604004,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.0529999732971
194.2450408935547,19.54706573486328,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.0929999351501
194.2450408935547,19.536779403686523,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.1349999904633
194.2755889892578,19.106388092041016,54,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.1749999523163
194.2755889892578,19.09380340576172,54,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.2119998931885
194.2450408935547,19.501323699951172,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.2530000209808
194.2450408935547,19.491037368774414,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.2929999828339
194.21449279785156,19.900856018066406,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.3349997997284
194.2450408935547,19.472763061523438,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.3719999790192
194.21449279785156,19.88258171081543,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.412999868393
194.21449279785156,19.87459373474121,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.452999830246
194.2450408935547,19.446500778198242,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.4949998855591
194.21449279785156,19.856319427490234,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.5319998264313
194.21449279785156,19.848331451416016,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.5729999542236
194.21449279785156,19.840343475341797,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.6139998435974
194.21449279785156,19.832355499267578,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.6549999713898
194.18394470214844,20.24447250366211,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.6949999332428
194.21449279785156,19.81867790222168,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.7329998016357
194.18394470214844,20.23079490661621,55,0,64,194.1083221435547,15.0,109.70999908447266,13.75224494934082,1.8809928894042969,0.0,0.0,853.7730000019073
